0 0 0.475615
0.0526316 0 0.447368
0.105263 0 0.394737
0.157895 0 0.342105
0.210526 0 0.289474
0.263158 0 0.236842
0.315789 0 0.184211
0.368421 0 0.131579
0.421053 0 0.0789474
0.473684 0 0.0263158
0.526316 0 0
0.578947 0 0
0.631579 0 0
0.684211 0 0
0.736842 0 0
0.789474 0 0
0.842105 0 0
0.894737 0 0
0.947368 0 0
1 0 0
0 0.0526316 0.476868
0.0526316 0.0526316 0.447368
0.105263 0.0526316 0.394737
0.157895 0.0526316 0.342105
0.210526 0.0526316 0.289474
0.263158 0.0526316 0.236842
0.315789 0.0526316 0.184211
0.368421 0.0526316 0.131579
0.421053 0.0526316 0.0789474
0.473684 0.0526316 0.0263158
0.526316 0.0526316 0
0.578947 0.0526316 0
0.631579 0.0526316 0
0.684211 0.0526316 0
0.736842 0.0526316 0
0.789474 0.0526316 0
0.842105 0.0526316 0
0.894737 0.0526316 0
0.947368 0.0526316 0
1 0.0526316 0
0 0.105263 0.478125
0.0526316 0.105263 0.447368
0.105263 0.105263 0.394737
0.157895 0.105263 0.342105
0.210526 0.105263 0.289474
0.263158 0.105263 0.236842
0.315789 0.105263 0.184211
0.368421 0.105263 0.131579
0.421053 0.105263 0.0789474
0.473684 0.105263 0.0263158
0.526316 0.105263 0
0.578947 0.105263 0
0.631579 0.105263 0
0.684211 0.105263 0
0.736842 0.105263 0
0.789474 0.105263 0
0.842105 0.105263 0
0.894737 0.105263 0
0.947368 0.105263 0
1 0.105263 0
0 0.157895 0.479384
0.0526316 0.157895 0.447368
0.105263 0.157895 0.394737
0.157895 0.157895 0.342105
0.210526 0.157895 0.289474
0.263158 0.157895 0.236842
0.315789 0.157895 0.184211
0.368421 0.157895 0.131579
0.421053 0.157895 0.0789474
0.473684 0.157895 0.0263158
0.526316 0.157895 0
0.578947 0.157895 0
0.631579 0.157895 0
0.684211 0.157895 0
0.736842 0.157895 0
0.789474 0.157895 0
0.842105 0.157895 0
0.894737 0.157895 0
0.947368 0.157895 0
1 0.157895 0
0 0.210526 0.480648
0.0526316 0.210526 0.447368
0.105263 0.210526 0.394737
0.157895 0.210526 0.342105
0.210526 0.210526 0.289474
0.263158 0.210526 0.236842
0.315789 0.210526 0.184211
0.368421 0.210526 0.131579
0.421053 0.210526 0.0789474
0.473684 0.210526 0.0263158
0.526316 0.210526 0
0.578947 0.210526 0
0.631579 0.210526 0
0.684211 0.210526 0
0.736842 0.210526 0
0.789474 0.210526 0
0.842105 0.210526 0
0.894737 0.210526 0
0.947368 0.210526 0
1 0.210526 0
0 0.263158 0.481914
0.0526316 0.263158 0.447368
0.105263 0.263158 0.394737
0.157895 0.263158 0.342105
0.210526 0.263158 0.289474
0.263158 0.263158 0.236842
0.315789 0.263158 0.184211
0.368421 0.263158 0.131579
0.421053 0.263158 0.0789474
0.473684 0.263158 0.0263158
0.526316 0.263158 0
0.578947 0.263158 0
0.631579 0.263158 0
0.684211 0.263158 0
0.736842 0.263158 0
0.789474 0.263158 0
0.842105 0.263158 0
0.894737 0.263158 0
0.947368 0.263158 0
1 0.263158 0
0 0.315789 0.483184
0.0526316 0.315789 0.447368
0.105263 0.315789 0.394737
0.157895 0.315789 0.342105
0.210526 0.315789 0.289474
0.263158 0.315789 0.236842
0.315789 0.315789 0.184211
0.368421 0.315789 0.131579
0.421053 0.315789 0.0789474
0.473684 0.315789 0.0263158
0.526316 0.315789 0
0.578947 0.315789 0
0.631579 0.315789 0
0.684211 0.315789 0
0.736842 0.315789 0
0.789474 0.315789 0
0.842105 0.315789 0
0.894737 0.315789 0
0.947368 0.315789 0
1 0.315789 0
0 0.368421 0.484457
0.0526316 0.368421 0.447368
0.105263 0.368421 0.394737
0.157895 0.368421 0.342105
0.210526 0.368421 0.289474
0.263158 0.368421 0.236842
0.315789 0.368421 0.184211
0.368421 0.368421 0.131579
0.421053 0.368421 0.0789474
0.473684 0.368421 0.0263158
0.526316 0.368421 0
0.578947 0.368421 0
0.631579 0.368421 0
0.684211 0.368421 0
0.736842 0.368421 0
0.789474 0.368421 0
0.842105 0.368421 0
0.894737 0.368421 0
0.947368 0.368421 0
1 0.368421 0
0 0.421053 0.485734
0.0526316 0.421053 0.447368
0.105263 0.421053 0.394737
0.157895 0.421053 0.342105
0.210526 0.421053 0.289474
